source language,target language,translation engine,is preferred engine?
ne,mi,Content Translation,True
ne,mk,Content Translation,True
ne,ml,Content Translation,True
ne,mn,Content Translation,True
ne,mni,Content Translation,True
ne,mr,Content Translation,True
ne,ms,Content Translation,True
ne,mt,Content Translation,True
ne,my,Content Translation,True
ne,nl,Content Translation,True
ne,False,Content Translation,True
ne,nso,Content Translation,True
ne,ny,Content Translation,True
ne,om,Content Translation,True
ne,or,Content Translation,True
ne,pa,Content Translation,True
ne,pl,Content Translation,True
ne,ps,Content Translation,True
ne,pt,Content Translation,True
ne,qu,Content Translation,True
ne,ro,Content Translation,True
ne,ru,Content Translation,True
ne,rw,Content Translation,True
ne,sa,Content Translation,True
ne,sd,Content Translation,True
ne,sh,Content Translation,True
ne,si,Content Translation,True
ne,simple,Content Translation,True
ne,sk,Content Translation,True
ne,sl,Content Translation,True
ne,sm,Content Translation,True
ne,sn,Content Translation,True
ne,so,Content Translation,True
ne,sq,Content Translation,True
ne,sr,Content Translation,True
ne,st,Content Translation,True
ne,su,Content Translation,True
ne,sv,Content Translation,True
ne,sw,Content Translation,True
ne,ta,Content Translation,True
ne,te,Content Translation,True
ne,tg,Content Translation,True
ne,th,Content Translation,True
ne,ti,Content Translation,True
ne,tk,Content Translation,True
ne,tl,Content Translation,True
ne,tr,Content Translation,True
ne,ts,Content Translation,True
ne,tt,Content Translation,True
ne,tw,Content Translation,True
ne,ug,Content Translation,True
ne,uk,Content Translation,True
ne,ur,Content Translation,True
ne,uz,Content Translation,True
ne,vi,Content Translation,True
ne,wuu,Content Translation,True
ne,xh,Content Translation,True
ne,yi,Content Translation,True
ne,yo,Content Translation,True
ne,yue,Content Translation,True
ne,zh,Content Translation,True
ne,zu,Content Translation,True
nl,af,Content Translation,True
nl,am,Content Translation,True
nl,ar,Content Translation,True
nl,arz,Content Translation,True
nl,as,Content Translation,True
nl,ay,Content Translation,True
nl,az,Content Translation,True
nl,be,Content Translation,True
nl,bg,Content Translation,True
nl,bho,Content Translation,True
nl,bm,Content Translation,True
nl,bn,Content Translation,True
nl,bs,Content Translation,True
nl,ca,Content Translation,True
nl,ceb,Content Translation,True
nl,ckb,Content Translation,True
nl,co,Content Translation,True
nl,cs,Content Translation,True
nl,cy,Content Translation,True
nl,da,Content Translation,True
nl,de,Content Translation,True
nl,dv,Content Translation,True
nl,ee,Content Translation,True
nl,el,Content Translation,True
nl,en,Content Translation,True
nl,eo,Content Translation,True
nl,es,Content Translation,True
nl,et,Content Translation,True
nl,eu,Content Translation,True
nl,fa,Content Translation,True
nl,fi,Content Translation,True
nl,fr,Content Translation,True
nl,fy,Content Translation,True
nl,ga,Content Translation,True
nl,gan,Content Translation,True
nl,gd,Content Translation,True
nl,gl,Content Translation,True
nl,gn,Content Translation,True
nl,gom,Content Translation,True
nl,gu,Content Translation,True
nl,ha,Content Translation,True
nl,haw,Content Translation,True
nl,he,Content Translation,True
nl,hi,Content Translation,True
nl,hr,Content Translation,True
nl,ht,Content Translation,True
nl,hu,Content Translation,True
nl,hy,Content Translation,True
nl,id,Content Translation,True
nl,ig,Content Translation,True
nl,ilo,Content Translation,True
nl,is,Content Translation,True
nl,it,Content Translation,True
nl,ja,Content Translation,True
nl,jv,Content Translation,True
nl,ka,Content Translation,True
nl,kk,Content Translation,True
nl,km,Content Translation,True
nl,kn,Content Translation,True
nl,ko,Content Translation,True
nl,ku,Content Translation,True
nl,ky,Content Translation,True
nl,la,Content Translation,True
nl,lb,Content Translation,True
nl,lg,Content Translation,True
nl,ln,Content Translation,True
nl,lo,Content Translation,True
nl,lt,Content Translation,True
nl,lv,Content Translation,True
nl,mai,Content Translation,True
nl,mg,Content Translation,True
nl,mi,Content Translation,True
nl,mk,Content Translation,True
nl,ml,Content Translation,True
nl,mn,Content Translation,True
nl,mni,Content Translation,True
nl,mr,Content Translation,True
nl,ms,Content Translation,True
nl,mt,Content Translation,True
nl,my,Content Translation,True
nl,ne,Content Translation,True
nl,False,Content Translation,True
nl,nso,Content Translation,True
nl,ny,Content Translation,True
nl,om,Content Translation,True
nl,or,Content Translation,True
nl,pa,Content Translation,True
nl,pl,Content Translation,True
nl,ps,Content Translation,True
nl,pt,Content Translation,True
nl,qu,Content Translation,True
nl,ro,Content Translation,True
nl,ru,Content Translation,True
nl,rw,Content Translation,True
nl,sa,Content Translation,True
nl,sd,Content Translation,True
nl,sh,Content Translation,True
nl,si,Content Translation,True
nl,simple,Content Translation,True
nl,sk,Content Translation,True
nl,sl,Content Translation,True
nl,sm,Content Translation,True
nl,sn,Content Translation,True
nl,so,Content Translation,True
nl,sq,Content Translation,True
nl,sr,Content Translation,True
nl,st,Content Translation,True
nl,su,Content Translation,True
nl,sv,Content Translation,True
nl,sw,Content Translation,True
nl,ta,Content Translation,True
nl,te,Content Translation,True
nl,tg,Content Translation,True
nl,th,Content Translation,True
nl,ti,Content Translation,True
nl,tk,Content Translation,True
nl,tl,Content Translation,True
nl,tr,Content Translation,True
nl,ts,Content Translation,True
nl,tt,Content Translation,True
nl,tw,Content Translation,True
nl,ug,Content Translation,True
nl,uk,Content Translation,True
nl,ur,Content Translation,True
nl,uz,Content Translation,True
nl,vi,Content Translation,True
nl,wuu,Content Translation,True
nl,xh,Content Translation,True
nl,yi,Content Translation,True
nl,yo,Content Translation,True
nl,yue,Content Translation,True
nl,zh,Content Translation,True
nl,zu,Content Translation,True
False,af,Content Translation,True
False,am,Content Translation,True
False,ar,Content Translation,True
False,arz,Content Translation,True
False,as,Content Translation,True
False,ay,Content Translation,True
False,az,Content Translation,True
False,be,Content Translation,True
False,bg,Content Translation,True
False,bho,Content Translation,True
False,bm,Content Translation,True
False,bn,Content Translation,True
False,bs,Content Translation,True
False,ca,Content Translation,True
False,ceb,Content Translation,True
False,ckb,Content Translation,True
False,co,Content Translation,True
False,cs,Content Translation,True
False,cy,Content Translation,True
False,da,Content Translation,True
False,de,Content Translation,True
False,dv,Content Translation,True
False,ee,Content Translation,True
False,el,Content Translation,True
False,en,Content Translation,True
False,eo,Content Translation,True
False,es,Content Translation,True
False,et,Content Translation,True
False,eu,Content Translation,True
False,fa,Content Translation,True
False,fi,Content Translation,True
False,fr,Content Translation,True
False,fy,Content Translation,True
False,ga,Content Translation,True
False,gan,Content Translation,True
False,gd,Content Translation,True
False,gl,Content Translation,True
False,gn,Content Translation,True
False,gom,Content Translation,True
False,gu,Content Translation,True
False,ha,Content Translation,True
False,haw,Content Translation,True
False,he,Content Translation,True
False,hi,Content Translation,True
False,hr,Content Translation,True
False,ht,Content Translation,True
False,hu,Content Translation,True
False,hy,Content Translation,True
False,id,Content Translation,True
False,ig,Content Translation,True
False,ilo,Content Translation,True
False,is,Content Translation,True
False,it,Content Translation,True
False,ja,Content Translation,True
False,jv,Content Translation,True
False,ka,Content Translation,True
False,kk,Content Translation,True
False,km,Content Translation,True
False,kn,Content Translation,True
False,ko,Content Translation,True
False,ku,Content Translation,True
False,ky,Content Translation,True
False,la,Content Translation,True
False,lb,Content Translation,True
False,lg,Content Translation,True
False,ln,Content Translation,True
False,lo,Content Translation,True
False,lt,Content Translation,True
False,lv,Content Translation,True
False,mai,Content Translation,True
False,mg,Content Translation,True
False,mi,Content Translation,True
False,mk,Content Translation,True
False,ml,Content Translation,True
False,mn,Content Translation,True
False,mni,Content Translation,True
False,mr,Content Translation,True
False,ms,Content Translation,True
False,mt,Content Translation,True
False,my,Content Translation,True
False,ne,Content Translation,True
False,nl,Content Translation,True
False,nso,Content Translation,True
False,ny,Content Translation,True
False,om,Content Translation,True
False,or,Content Translation,True
False,pa,Content Translation,True
False,pl,Content Translation,True
False,ps,Content Translation,True
False,pt,Content Translation,True
False,qu,Content Translation,True
False,ro,Content Translation,True
False,ru,Content Translation,True
False,rw,Content Translation,True
False,sa,Content Translation,True
False,sd,Content Translation,True
False,sh,Content Translation,True
False,si,Content Translation,True
False,simple,Content Translation,True
False,sk,Content Translation,True
False,sl,Content Translation,True
False,sm,Content Translation,True
False,sn,Content Translation,True
False,so,Content Translation,True
False,sq,Content Translation,True
False,sr,Content Translation,True
False,st,Content Translation,True
False,su,Content Translation,True
False,sv,Content Translation,True
False,sw,Content Translation,True
False,ta,Content Translation,True
False,te,Content Translation,True
False,tg,Content Translation,True
False,th,Content Translation,True
False,ti,Content Translation,True
False,tk,Content Translation,True
False,tl,Content Translation,True
False,tr,Content Translation,True
False,ts,Content Translation,True
False,tt,Content Translation,True
False,tw,Content Translation,True
False,ug,Content Translation,True
False,uk,Content Translation,True
False,ur,Content Translation,True
False,uz,Content Translation,True
False,vi,Content Translation,True
False,wuu,Content Translation,True
False,xh,Content Translation,True
False,yi,Content Translation,True
False,yo,Content Translation,True
False,yue,Content Translation,True
False,zh,Content Translation,True
False,zu,Content Translation,True
nso,af,Content Translation,True
nso,am,Content Translation,True
nso,ar,Content Translation,True
nso,arz,Content Translation,True
nso,as,Content Translation,True
nso,ay,Content Translation,True
nso,az,Content Translation,True
nso,be,Content Translation,True
nso,bg,Content Translation,True
nso,bho,Content Translation,True
nso,bm,Content Translation,True
nso,bn,Content Translation,True
nso,bs,Content Translation,True
nso,ca,Content Translation,True
nso,ceb,Content Translation,True
nso,ckb,Content Translation,True
nso,co,Content Translation,True
nso,cs,Content Translation,True
nso,cy,Content Translation,True
nso,da,Content Translation,True
nso,de,Content Translation,True
nso,dv,Content Translation,True
nso,ee,Content Translation,True
nso,el,Content Translation,True
nso,en,Content Translation,True
nso,eo,Content Translation,True
nso,es,Content Translation,True
nso,et,Content Translation,True
nso,eu,Content Translation,True
nso,fa,Content Translation,True
nso,fi,Content Translation,True
nso,fr,Content Translation,True
nso,fy,Content Translation,True
nso,ga,Content Translation,True
nso,gan,Content Translation,True
nso,gd,Content Translation,True
nso,gl,Content Translation,True
nso,gn,Content Translation,True
nso,gom,Content Translation,True
nso,gu,Content Translation,True
nso,ha,Content Translation,True
nso,haw,Content Translation,True
nso,he,Content Translation,True
nso,hi,Content Translation,True
nso,hr,Content Translation,True
nso,ht,Content Translation,True
nso,hu,Content Translation,True
nso,hy,Content Translation,True
nso,id,Content Translation,True
nso,ig,Content Translation,True
nso,ilo,Content Translation,True
nso,is,Content Translation,True
nso,it,Content Translation,True
nso,ja,Content Translation,True
nso,jv,Content Translation,True
nso,ka,Content Translation,True
nso,kk,Content Translation,True
nso,km,Content Translation,True
nso,kn,Content Translation,True
nso,ko,Content Translation,True
nso,ku,Content Translation,True
nso,ky,Content Translation,True
nso,la,Content Translation,True
nso,lb,Content Translation,True
nso,lg,Content Translation,True
nso,ln,Content Translation,True
nso,lo,Content Translation,True
nso,lt,Content Translation,True
nso,lv,Content Translation,True
nso,mai,Content Translation,True
nso,mg,Content Translation,True
nso,mi,Content Translation,True
nso,mk,Content Translation,True
nso,ml,Content Translation,True
nso,mn,Content Translation,True
nso,mni,Content Translation,True
nso,mr,Content Translation,True
nso,ms,Content Translation,True
nso,mt,Content Translation,True
nso,my,Content Translation,True
nso,ne,Content Translation,True
nso,nl,Content Translation,True
nso,False,Content Translation,True
nso,ny,Content Translation,True
nso,om,Content Translation,True
nso,or,Content Translation,True
nso,pa,Content Translation,True
nso,pl,Content Translation,True
nso,ps,Content Translation,True
nso,pt,Content Translation,True
nso,qu,Content Translation,True
nso,ro,Content Translation,True
nso,ru,Content Translation,True
nso,rw,Content Translation,True
nso,sa,Content Translation,True
nso,sd,Content Translation,True
nso,sh,Content Translation,True
nso,si,Content Translation,True
nso,simple,Content Translation,True
nso,sk,Content Translation,True
nso,sl,Content Translation,True
nso,sm,Content Translation,True
nso,sn,Content Translation,True
nso,so,Content Translation,True
nso,sq,Content Translation,True
nso,sr,Content Translation,True
nso,st,Content Translation,True
nso,su,Content Translation,True
nso,sv,Content Translation,True
nso,sw,Content Translation,True
nso,ta,Content Translation,True
nso,te,Content Translation,True
nso,tg,Content Translation,True
nso,th,Content Translation,True
nso,ti,Content Translation,True
nso,tk,Content Translation,True
nso,tl,Content Translation,True
nso,tr,Content Translation,True
nso,ts,Content Translation,True
nso,tt,Content Translation,True
nso,tw,Content Translation,True
nso,ug,Content Translation,True
nso,uk,Content Translation,True
nso,ur,Content Translation,True
nso,uz,Content Translation,True
nso,vi,Content Translation,True
nso,wuu,Content Translation,True
nso,xh,Content Translation,True
nso,yi,Content Translation,True
nso,yo,Content Translation,True
nso,yue,Content Translation,True
nso,zh,Content Translation,True
nso,zu,Content Translation,True
ny,af,Content Translation,True
ny,am,Content Translation,True
ny,ar,Content Translation,True
ny,arz,Content Translation,True
ny,as,Content Translation,True
ny,ay,Content Translation,True
ny,az,Content Translation,True
ny,be,Content Translation,True
ny,bg,Content Translation,True
ny,bho,Content Translation,True
ny,bm,Content Translation,True
ny,bn,Content Translation,True
ny,bs,Content Translation,True
ny,ca,Content Translation,True
ny,ceb,Content Translation,True
ny,ckb,Content Translation,True
ny,co,Content Translation,True
ny,cs,Content Translation,True
ny,cy,Content Translation,True
ny,da,Content Translation,True
ny,de,Content Translation,True
ny,dv,Content Translation,True
ny,ee,Content Translation,True
ny,el,Content Translation,True
ny,en,Content Translation,True
ny,eo,Content Translation,True
ny,es,Content Translation,True
ny,et,Content Translation,True
ny,eu,Content Translation,True
ny,fa,Content Translation,True
ny,fi,Content Translation,True
ny,fr,Content Translation,True
ny,fy,Content Translation,True
ny,ga,Content Translation,True
ny,gan,Content Translation,True
ny,gd,Content Translation,True
ny,gl,Content Translation,True
ny,gn,Content Translation,True
ny,gom,Content Translation,True
ny,gu,Content Translation,True
ny,ha,Content Translation,True
ny,haw,Content Translation,True
ny,he,Content Translation,True
ny,hi,Content Translation,True
ny,hr,Content Translation,True
ny,ht,Content Translation,True
ny,hu,Content Translation,True
ny,hy,Content Translation,True
ny,id,Content Translation,True
ny,ig,Content Translation,True
ny,ilo,Content Translation,True
ny,is,Content Translation,True
ny,it,Content Translation,True
ny,ja,Content Translation,True
ny,jv,Content Translation,True
ny,ka,Content Translation,True
ny,kk,Content Translation,True
ny,km,Content Translation,True
ny,kn,Content Translation,True
ny,ko,Content Translation,True
ny,ku,Content Translation,True
ny,ky,Content Translation,True
ny,la,Content Translation,True
ny,lb,Content Translation,True
ny,lg,Content Translation,True
ny,ln,Content Translation,True
ny,lo,Content Translation,True
ny,lt,Content Translation,True
ny,lv,Content Translation,True
ny,mai,Content Translation,True
ny,mg,Content Translation,True
ny,mi,Content Translation,True
ny,mk,Content Translation,True
ny,ml,Content Translation,True
ny,mn,Content Translation,True
ny,mni,Content Translation,True
ny,mr,Content Translation,True
ny,ms,Content Translation,True
ny,mt,Content Translation,True
ny,my,Content Translation,True
ny,ne,Content Translation,True
ny,nl,Content Translation,True
ny,False,Content Translation,True
ny,nso,Content Translation,True
ny,om,Content Translation,True
ny,or,Content Translation,True
ny,pa,Content Translation,True
ny,pl,Content Translation,True
ny,ps,Content Translation,True
ny,pt,Content Translation,True
ny,qu,Content Translation,True
ny,ro,Content Translation,True
ny,ru,Content Translation,True
ny,rw,Content Translation,True
ny,sa,Content Translation,True
ny,sd,Content Translation,True
ny,sh,Content Translation,True
ny,si,Content Translation,True
ny,simple,Content Translation,True
ny,sk,Content Translation,True
ny,sl,Content Translation,True
ny,sm,Content Translation,True
ny,sn,Content Translation,True
ny,so,Content Translation,True
ny,sq,Content Translation,True
ny,sr,Content Translation,True
ny,st,Content Translation,True
ny,su,Content Translation,True
ny,sv,Content Translation,True
ny,sw,Content Translation,True
ny,ta,Content Translation,True
ny,te,Content Translation,True
ny,tg,Content Translation,True
ny,th,Content Translation,True
ny,ti,Content Translation,True
ny,tk,Content Translation,True
ny,tl,Content Translation,True
ny,tr,Content Translation,True
ny,ts,Content Translation,True
ny,tt,Content Translation,True
ny,tw,Content Translation,True
ny,ug,Content Translation,True
ny,uk,Content Translation,True
ny,ur,Content Translation,True
ny,uz,Content Translation,True
ny,vi,Content Translation,True
ny,wuu,Content Translation,True
ny,xh,Content Translation,True
ny,yi,Content Translation,True
ny,yo,Content Translation,True
ny,yue,Content Translation,True
ny,zh,Content Translation,True
ny,zu,Content Translation,True
om,af,Content Translation,True
om,am,Content Translation,True
om,ar,Content Translation,True
om,arz,Content Translation,True
om,as,Content Translation,True
om,ay,Content Translation,True
om,az,Content Translation,True
om,be,Content Translation,True
om,bg,Content Translation,True
om,bho,Content Translation,True
om,bm,Content Translation,True
om,bn,Content Translation,True
om,bs,Content Translation,True
om,ca,Content Translation,True
om,ceb,Content Translation,True
om,ckb,Content Translation,True
om,co,Content Translation,True
om,cs,Content Translation,True
om,cy,Content Translation,True
om,da,Content Translation,True
om,de,Content Translation,True
om,dv,Content Translation,True
om,ee,Content Translation,True
om,el,Content Translation,True
om,en,Content Translation,True
om,eo,Content Translation,True
om,es,Content Translation,True
om,et,Content Translation,True
om,eu,Content Translation,True
om,fa,Content Translation,True
om,fi,Content Translation,True
om,fr,Content Translation,True
om,fy,Content Translation,True
om,ga,Content Translation,True
om,gan,Content Translation,True
om,gd,Content Translation,True
om,gl,Content Translation,True
om,gn,Content Translation,True
om,gom,Content Translation,True
om,gu,Content Translation,True
om,ha,Content Translation,True
om,haw,Content Translation,True
om,he,Content Translation,True
om,hi,Content Translation,True
om,hr,Content Translation,True
om,ht,Content Translation,True
om,hu,Content Translation,True
om,hy,Content Translation,True
om,id,Content Translation,True
om,ig,Content Translation,True
om,ilo,Content Translation,True
om,is,Content Translation,True
om,it,Content Translation,True
om,ja,Content Translation,True
om,jv,Content Translation,True
om,ka,Content Translation,True
om,kk,Content Translation,True
om,km,Content Translation,True
om,kn,Content Translation,True
om,ko,Content Translation,True
om,ku,Content Translation,True
om,ky,Content Translation,True
om,la,Content Translation,True
om,lb,Content Translation,True
om,lg,Content Translation,True
om,ln,Content Translation,True
om,lo,Content Translation,True
om,lt,Content Translation,True
om,lv,Content Translation,True
om,mai,Content Translation,True
om,mg,Content Translation,True
om,mi,Content Translation,True
om,mk,Content Translation,True
om,ml,Content Translation,True
om,mn,Content Translation,True
om,mni,Content Translation,True
om,mr,Content Translation,True
om,ms,Content Translation,True
om,mt,Content Translation,True
om,my,Content Translation,True
om,ne,Content Translation,True
om,nl,Content Translation,True
om,False,Content Translation,True
om,nso,Content Translation,True
om,ny,Content Translation,True
om,or,Content Translation,True
om,pa,Content Translation,True
om,pl,Content Translation,True
om,ps,Content Translation,True
om,pt,Content Translation,True
om,qu,Content Translation,True
om,ro,Content Translation,True
om,ru,Content Translation,True
om,rw,Content Translation,True
om,sa,Content Translation,True
om,sd,Content Translation,True
om,sh,Content Translation,True
om,si,Content Translation,True
om,simple,Content Translation,True
om,sk,Content Translation,True
om,sl,Content Translation,True
om,sm,Content Translation,True
om,sn,Content Translation,True
om,so,Content Translation,True
om,sq,Content Translation,True
om,sr,Content Translation,True
om,st,Content Translation,True
om,su,Content Translation,True
om,sv,Content Translation,True
om,sw,Content Translation,True
om,ta,Content Translation,True
om,te,Content Translation,True
om,tg,Content Translation,True
om,th,Content Translation,True
om,ti,Content Translation,True
om,tk,Content Translation,True
om,tl,Content Translation,True
om,tr,Content Translation,True
om,ts,Content Translation,True
om,tt,Content Translation,True
om,tw,Content Translation,True
om,ug,Content Translation,True
om,uk,Content Translation,True
om,ur,Content Translation,True
om,uz,Content Translation,True
om,vi,Content Translation,True
om,wuu,Content Translation,True
om,xh,Content Translation,True
om,yi,Content Translation,True
om,yo,Content Translation,True
om,yue,Content Translation,True
om,zh,Content Translation,True
om,zu,Content Translation,True
or,af,Content Translation,True
or,am,Content Translation,True
or,ar,Content Translation,True
or,arz,Content Translation,True
or,as,Content Translation,True
or,ay,Content Translation,True
or,az,Content Translation,True
or,be,Content Translation,True
or,bg,Content Translation,True
or,bho,Content Translation,True
or,bm,Content Translation,True
or,bn,Content Translation,True
or,bs,Content Translation,True
or,ca,Content Translation,True
or,ceb,Content Translation,True
or,ckb,Content Translation,True
or,co,Content Translation,True
or,cs,Content Translation,True
or,cy,Content Translation,True
or,da,Content Translation,True
or,de,Content Translation,True
or,dv,Content Translation,True
or,ee,Content Translation,True
or,el,Content Translation,True
or,en,Content Translation,True
or,eo,Content Translation,True
or,es,Content Translation,True
or,et,Content Translation,True
or,eu,Content Translation,True
or,fa,Content Translation,True
or,fi,Content Translation,True
or,fr,Content Translation,True
or,fy,Content Translation,True
or,ga,Content Translation,True
or,gan,Content Translation,True
or,gd,Content Translation,True
or,gl,Content Translation,True
or,gn,Content Translation,True
or,gom,Content Translation,True
or,gu,Content Translation,True
or,ha,Content Translation,True
or,haw,Content Translation,True
or,he,Content Translation,True
or,hi,Content Translation,True
or,hr,Content Translation,True
or,ht,Content Translation,True
or,hu,Content Translation,True
or,hy,Content Translation,True
or,id,Content Translation,True
or,ig,Content Translation,True
or,ilo,Content Translation,True
or,is,Content Translation,True
or,it,Content Translation,True
or,ja,Content Translation,True
or,jv,Content Translation,True
or,ka,Content Translation,True
or,kk,Content Translation,True
or,km,Content Translation,True
or,kn,Content Translation,True
or,ko,Content Translation,True
or,ku,Content Translation,True
or,ky,Content Translation,True
or,la,Content Translation,True
or,lb,Content Translation,True
or,lg,Content Translation,True
or,ln,Content Translation,True
or,lo,Content Translation,True
or,lt,Content Translation,True
or,lv,Content Translation,True
or,mai,Content Translation,True
or,mg,Content Translation,True
or,mi,Content Translation,True
or,mk,Content Translation,True
or,ml,Content Translation,True
or,mn,Content Translation,True
or,mni,Content Translation,True
or,mr,Content Translation,True
or,ms,Content Translation,True
or,mt,Content Translation,True
or,my,Content Translation,True
or,ne,Content Translation,True
or,nl,Content Translation,True
or,False,Content Translation,True
or,nso,Content Translation,True
or,ny,Content Translation,True
or,om,Content Translation,True
or,pa,Content Translation,True
or,pl,Content Translation,True
or,ps,Content Translation,True
or,pt,Content Translation,True
or,qu,Content Translation,True
or,ro,Content Translation,True
or,ru,Content Translation,True
or,rw,Content Translation,True
or,sa,Content Translation,True
or,sd,Content Translation,True
or,sh,Content Translation,True
or,si,Content Translation,True
or,simple,Content Translation,True
or,sk,Content Translation,True
or,sl,Content Translation,True
or,sm,Content Translation,True
or,sn,Content Translation,True
or,so,Content Translation,True
or,sq,Content Translation,True
or,sr,Content Translation,True
or,st,Content Translation,True
or,su,Content Translation,True
or,sv,Content Translation,True
or,sw,Content Translation,True
or,ta,Content Translation,True
or,te,Content Translation,True
or,tg,Content Translation,True
or,th,Content Translation,True
or,ti,Content Translation,True
or,tk,Content Translation,True
or,tl,Content Translation,True
or,tr,Content Translation,True
or,ts,Content Translation,True
or,tt,Content Translation,True
or,tw,Content Translation,True
or,ug,Content Translation,True
or,uk,Content Translation,True
or,ur,Content Translation,True
or,uz,Content Translation,True
or,vi,Content Translation,True
or,wuu,Content Translation,True
or,xh,Content Translation,True
or,yi,Content Translation,True
or,yo,Content Translation,True
or,yue,Content Translation,True
or,zh,Content Translation,True
or,zu,Content Translation,True
pa,af,Content Translation,True
pa,am,Content Translation,True
pa,ar,Content Translation,True
pa,arz,Content Translation,True
pa,as,Content Translation,True
pa,ay,Content Translation,True
pa,az,Content Translation,True
pa,be,Content Translation,True
pa,bg,Content Translation,True
pa,bho,Content Translation,True
pa,bm,Content Translation,True
pa,bn,Content Translation,True
pa,bs,Content Translation,True
pa,ca,Content Translation,True
pa,ceb,Content Translation,True
pa,ckb,Content Translation,True
pa,co,Content Translation,True
pa,cs,Content Translation,True
pa,cy,Content Translation,True
pa,da,Content Translation,True
pa,de,Content Translation,True
pa,dv,Content Translation,True
pa,ee,Content Translation,True
pa,el,Content Translation,True
pa,en,Content Translation,True
pa,eo,Content Translation,True
pa,es,Content Translation,True
pa,et,Content Translation,True
pa,eu,Content Translation,True
pa,fa,Content Translation,True
pa,fi,Content Translation,True
pa,fr,Content Translation,True
pa,fy,Content Translation,True
pa,ga,Content Translation,True
pa,gan,Content Translation,True
pa,gd,Content Translation,True
pa,gl,Content Translation,True
pa,gn,Content Translation,True
pa,gom,Content Translation,True
pa,gu,Content Translation,True
pa,ha,Content Translation,True
pa,haw,Content Translation,True
pa,he,Content Translation,True
pa,hi,Content Translation,True
pa,hr,Content Translation,True
pa,ht,Content Translation,True
pa,hu,Content Translation,True
pa,hy,Content Translation,True
pa,id,Content Translation,True
pa,ig,Content Translation,True
pa,ilo,Content Translation,True
pa,is,Content Translation,True
pa,it,Content Translation,True
pa,ja,Content Translation,True
pa,jv,Content Translation,True
pa,ka,Content Translation,True
pa,kk,Content Translation,True
pa,km,Content Translation,True
pa,kn,Content Translation,True
pa,ko,Content Translation,True
pa,ku,Content Translation,True
pa,ky,Content Translation,True
pa,la,Content Translation,True
pa,lb,Content Translation,True
pa,lg,Content Translation,True
pa,ln,Content Translation,True
pa,lo,Content Translation,True
pa,lt,Content Translation,True
pa,lv,Content Translation,True
pa,mai,Content Translation,True
pa,mg,Content Translation,True
pa,mi,Content Translation,True
pa,mk,Content Translation,True
pa,ml,Content Translation,True
pa,mn,Content Translation,True
pa,mni,Content Translation,True
pa,mr,Content Translation,True
pa,ms,Content Translation,True
pa,mt,Content Translation,True
pa,my,Content Translation,True
pa,ne,Content Translation,True
pa,nl,Content Translation,True
pa,False,Content Translation,True
pa,nso,Content Translation,True
pa,ny,Content Translation,True
pa,om,Content Translation,True
pa,or,Content Translation,True
pa,pl,Content Translation,True
pa,ps,Content Translation,True
pa,pt,Content Translation,True
pa,qu,Content Translation,True
pa,ro,Content Translation,True
pa,ru,Content Translation,True
pa,rw,Content Translation,True
pa,sa,Content Translation,True
pa,sd,Content Translation,True
pa,sh,Content Translation,True
pa,si,Content Translation,True
pa,simple,Content Translation,True
pa,sk,Content Translation,True
pa,sl,Content Translation,True
pa,sm,Content Translation,True
pa,sn,Content Translation,True
pa,so,Content Translation,True
pa,sq,Content Translation,True
pa,sr,Content Translation,True
pa,st,Content Translation,True
pa,su,Content Translation,True
pa,sv,Content Translation,True
pa,sw,Content Translation,True
pa,ta,Content Translation,True
pa,te,Content Translation,True
pa,tg,Content Translation,True
pa,th,Content Translation,True
pa,ti,Content Translation,True
pa,tk,Content Translation,True
pa,tl,Content Translation,True
pa,tr,Content Translation,True
pa,ts,Content Translation,True
pa,tt,Content Translation,True
pa,tw,Content Translation,True
pa,ug,Content Translation,True
pa,uk,Content Translation,True
pa,ur,Content Translation,True
pa,uz,Content Translation,True
pa,vi,Content Translation,True
pa,wuu,Content Translation,True
pa,xh,Content Translation,True
pa,yi,Content Translation,True
pa,yo,Content Translation,True
pa,yue,Content Translation,True
pa,zh,Content Translation,True
pa,zu,Content Translation,True
pl,af,Content Translation,True
pl,am,Content Translation,True
pl,ar,Content Translation,True
pl,arz,Content Translation,True
pl,as,Content Translation,True
pl,ay,Content Translation,True
pl,az,Content Translation,True
pl,be,Content Translation,True
pl,bg,Content Translation,True
pl,bho,Content Translation,True
pl,bm,Content Translation,True
pl,bn,Content Translation,True
pl,bs,Content Translation,True
pl,ca,Content Translation,True
pl,ceb,Content Translation,True
pl,ckb,Content Translation,True
pl,co,Content Translation,True
pl,cs,Content Translation,True
pl,cy,Content Translation,True
pl,da,Content Translation,True
pl,de,Content Translation,True
pl,dv,Content Translation,True
pl,ee,Content Translation,True
pl,el,Content Translation,True
pl,en,Content Translation,True
pl,eo,Content Translation,True
pl,es,Content Translation,True
pl,et,Content Translation,True
pl,eu,Content Translation,True
pl,fa,Content Translation,True
pl,fi,Content Translation,True
pl,fr,Content Translation,True
pl,fy,Content Translation,True
pl,ga,Content Translation,True
pl,gan,Content Translation,True
pl,gd,Content Translation,True
pl,gl,Content Translation,True
pl,gn,Content Translation,True
pl,gom,Content Translation,True
pl,gu,Content Translation,True
pl,ha,Content Translation,True
pl,haw,Content Translation,True
pl,he,Content Translation,True
pl,hi,Content Translation,True
pl,hr,Content Translation,True
pl,ht,Content Translation,True
pl,hu,Content Translation,True
